scientific_name,park_name,observations,category,common_names,conservation_status,missing_conservation_status,status_nb,common_names_length,last_common_name
Juniperus occidentalis,Yosemite National Park,161,Vascular Plant,Western Juniper,Not Threatened,True,0,15,Juniper
Symphyotrichum novae-angliae,Yellowstone National Park,285,Vascular Plant,New England Aster,Not Threatened,True,0,17,Aster
Bromus carinatus,Yellowstone National Park,243,Vascular Plant,"California Brome, Mountain Brome",Not Threatened,True,0,32,Brome
Collinsia childii,Yosemite National Park,136,Vascular Plant,Child's Blue Eyed Mary,Not Threatened,True,0,22,Mary
Hylotelephium spectabile,Bryce National Park,39,Vascular Plant,Chang Yao Ba Bao,Not Threatened,True,0,16,Bao
Pedicularis groenlandica,Bryce National Park,102,Vascular Plant,"Bull Elephant's-Head, Elephanthead Lousewort",Not Threatened,True,0,44,Lousewort
Solidago odora,Yosemite National Park,167,Vascular Plant,"Fragrant Goldenrod, Sweet Goldenrod",Not Threatened,True,0,35,Goldenrod
Euphorbia cyparissias,Great Smoky Mountains National Park,104,Vascular Plant,Cypress Spurge,Not Threatened,True,0,14,Spurge
Aronia melanocarpa,Bryce National Park,119,Vascular Plant,Black Chokeberry,Not Threatened,True,0,16,Chokeberry
Allium yosemitense,Yosemite National Park,139,Vascular Plant,Yosemite Onion,Not Threatened,True,0,14,Onion
Pyrrocoma apargioides,Yosemite National Park,133,Vascular Plant,Alpineflames,Not Threatened,True,0,12,Alpineflames
Draba verna,Yosemite National Park,143,Vascular Plant,Whitlow Grass,Not Threatened,True,0,13,Grass
Aechmophorus occidentalis,Yellowstone National Park,233,Bird,Western Grebe,Species of Concern,False,2,13,Grebe
Phlox condensata,Yosemite National Park,171,Vascular Plant,Dwarf Phlox,Not Threatened,True,0,11,Phlox
Cirsium canovirens,Yellowstone National Park,248,Vascular Plant,Graygreen Thistle,Not Threatened,True,0,17,Thistle
Solidago juncea,Yosemite National Park,128,Vascular Plant,Early Goldenrod,Not Threatened,True,0,15,Goldenrod
Convallaria majalis,Yellowstone National Park,242,Vascular Plant,"European Lily-Of-The-Valley, Lily-Of-The-Valley",Not Threatened,True,0,47,Lily-Of-The-Valley
Ranunculus abortivus,Yellowstone National Park,272,Vascular Plant,"Kidney-Leaved Buttercup, Small-Flowered Buttercup",Not Threatened,True,0,49,Buttercup
Notothylas orbicularis,Great Smoky Mountains National Park,61,Nonvascular Plant,Round Notothylas,Not Threatened,True,0,16,Notothylas
Phlox maculata ssp. pyramidalis,Yosemite National Park,137,Vascular Plant,Wild Sweetwilliam,Not Threatened,True,0,17,Sweetwilliam
Artemisia tridentata var. tridentata,Yosemite National Park,137,Vascular Plant,"Basin Sagebrush, Big Sagebrush",Not Threatened,True,0,30,Sagebrush
Leersia hexandra,Yellowstone National Park,247,Vascular Plant,Southern Cutgrass,Not Threatened,True,0,17,Cutgrass
Cryptantha celosioides,Great Smoky Mountains National Park,54,Vascular Plant,"Buttecandle, Minerscandle",Not Threatened,True,0,25,Minerscandle
Phacelia purshii,Yosemite National Park,137,Vascular Plant,"Miami-Mist, Pursh's Purple Phacelia",Not Threatened,True,0,35,Phacelia
Acer platanoides,Yosemite National Park,189,Vascular Plant,Norway Maple,Not Threatened,True,0,12,Maple
Phlox maculata ssp. pyramidalis,Great Smoky Mountains National Park,73,Vascular Plant,Wild Sweetwilliam,Not Threatened,True,0,17,Sweetwilliam
Leucobryum albidum,Yosemite National Park,193,Nonvascular Plant,Leucobryum Moss,Not Threatened,True,0,15,Moss
Rosa pinetorum,Great Smoky Mountains National Park,73,Vascular Plant,Pine Rose,Not Threatened,True,0,9,Rose
Erigeron linearis,Bryce National Park,85,Vascular Plant,"Desert Yellow Fleabane, Linearleaf Daisy",Not Threatened,True,0,40,Daisy
Plagiothecium denticulatum,Yellowstone National Park,234,Nonvascular Plant,Toothed Plagiothecium Moss,Not Threatened,True,0,26,Moss
Brachyelytrum septentrionale,Yosemite National Park,137,Vascular Plant,Northern Shorthusk,Not Threatened,True,0,18,Shorthusk
Callipepla californica,Bryce National Park,93,Bird,California Quail,Not Threatened,True,0,16,Quail
Viola macloskeyi,Yosemite National Park,108,Vascular Plant,"Macloskey's Violet, Small White Violet",Not Threatened,True,0,38,Violet
Shepherdia canadensis,Yellowstone National Park,251,Vascular Plant,"Russet Buffaloberry, Russet Buffalo-Berry",Not Threatened,True,0,41,Buffalo-Berry
Empidonax minimus,Bryce National Park,97,Bird,Least Flycatcher,Not Threatened,True,0,16,Flycatcher
Linum medium var. texanum,Yosemite National Park,155,Vascular Plant,Stiff Yellow Flax,Not Threatened,True,0,17,Flax
Cheilanthes alabamensis,Bryce National Park,113,Vascular Plant,Alabama Lip Fern,Not Threatened,True,0,16,Fern
Nothocalais troximoides,Bryce National Park,108,Vascular Plant,"False Agoseris, Weevil Prairie-Dandelion",Not Threatened,True,0,40,Prairie-Dandelion
Paspalum dilatatum,Yosemite National Park,168,Vascular Plant,"Dallasgrass, Dallis-Grass",Not Threatened,True,0,25,Dallis-Grass
Chasmanthium latifolium,Bryce National Park,133,Vascular Plant,"Broad-Leaved Spanglegrass, Indian Sea-Oats",Not Threatened,True,0,42,Sea-Oats
Viola lobata ssp. lobata,Yosemite National Park,157,Vascular Plant,Pine Violet,Not Threatened,True,0,11,Violet
Centaurea solstitialis,Bryce National Park,105,Vascular Plant,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",Not Threatened,True,0,60,Star-Thistle
Pinus contorta ssp. murrayana,Yosemite National Park,144,Vascular Plant,"Sierra Lodgepole Pine, Tamarack Pine",Not Threatened,True,0,36,Pine
Achnatherum occidentale ssp. californicum,Yellowstone National Park,235,Vascular Plant,California Needlegrass,Not Threatened,True,0,22,Needlegrass
Catabrosa aquatica,Great Smoky Mountains National Park,88,Vascular Plant,"Brookgrass, Water Whorl Grass, Water Whorlgrass",Not Threatened,True,0,47,Whorlgrass
Hazardia whitneyi var. whitneyi,Yosemite National Park,153,Vascular Plant,Whitney's Bristleweed,Not Threatened,True,0,21,Bristleweed
Anagallis minima,Bryce National Park,118,Vascular Plant,Chaffweed,Not Threatened,True,0,9,Chaffweed
Scheuchzeria palustris,Yosemite National Park,109,Vascular Plant,Rannoch-Rush,Not Threatened,True,0,12,Rannoch-Rush
Galium porrigens var. tenue,Bryce National Park,113,Vascular Plant,Graceful Bedstraw,Not Threatened,True,0,17,Bedstraw
Collinsia heterophylla,Yellowstone National Park,228,Vascular Plant,Purple Chinese Houses,Not Threatened,True,0,21,Houses
Mollugo verticillata,Yosemite National Park,158,Vascular Plant,"Carpet-Weed, Green Carpet-Weed",Not Threatened,True,0,30,Carpet-Weed
Empidonax flaviventris,Bryce National Park,89,Bird,Yellow-Bellied Flycatcher,Not Threatened,True,0,25,Flycatcher
Chasmanthium laxum ssp. sessiliflorum,Yellowstone National Park,243,Vascular Plant,Sessil-Leaved Spanglegrass,Not Threatened,True,0,26,Spanglegrass
Dryopteris X separabilis,Yosemite National Park,186,Vascular Plant,Hybrid Wood Fern,Not Threatened,True,0,16,Fern
Ranunculus occidentalis,Yellowstone National Park,252,Vascular Plant,Western Buttercup,Not Threatened,True,0,17,Buttercup
Hemerocallis lilioasphodelus,Bryce National Park,136,Vascular Plant,Yellow Day-Lily,Not Threatened,True,0,15,Day-Lily
Phenacobius uranops,Bryce National Park,98,Fish,Stargazing Minnow,Not Threatened,True,0,17,Minnow
Poa leptocoma ssp. leptocoma,Yosemite National Park,161,Vascular Plant,Bog Bluegrass,Not Threatened,True,0,13,Bluegrass
Portulaca oleracea,Bryce National Park,116,Vascular Plant,Common Purslane,Not Threatened,True,0,15,Purslane
Houstonia serpyllifolia,Bryce National Park,108,Vascular Plant,"Michaux Bluet, Thyme-Leaved Bluets",Not Threatened,True,0,34,Bluets
Trichomanes intricatum,Great Smoky Mountains National Park,92,Vascular Plant,Weft Fern,Not Threatened,True,0,9,Fern
Orogenia linearifolia,Great Smoky Mountains National Park,64,Vascular Plant,"Great Basin Indian Potato, Indianpotato",Not Threatened,True,0,39,Indianpotato
Smilax herbacea,Yosemite National Park,186,Vascular Plant,"Carrion Flower, Smooth Herbaceous Greenbrier",Not Threatened,True,0,44,Greenbrier
Eupatorium perfoliatum,Bryce National Park,137,Vascular Plant,"Boneset, Common Boneset",Not Threatened,True,0,23,Boneset
Prunus virginiana,Yellowstone National Park,246,Vascular Plant,"Choke Cherry, Chokecherry",Not Threatened,True,0,25,Chokecherry
Pohlia lescuriana,Great Smoky Mountains National Park,40,Nonvascular Plant,Lescur's Pohlia Moss,Not Threatened,True,0,20,Moss
Sidalcea malviflora ssp. asprella,Yosemite National Park,133,Vascular Plant,Dwarf Checkerbloom,Not Threatened,True,0,18,Checkerbloom
Allotropa virgata,Yosemite National Park,151,Vascular Plant,Sugarstick,Not Threatened,True,0,10,Sugarstick
Rubus parviflorus,Bryce National Park,71,Vascular Plant,"Thimbleberry, Western Thimbleberry",Not Threatened,True,0,34,Thimbleberry
Trichostema dichotomum,Great Smoky Mountains National Park,63,Vascular Plant,"Bluecurls, Forked Bluecurls",Not Threatened,True,0,27,Bluecurls
Pterostegia drymarioides,Bryce National Park,80,Vascular Plant,"Woodland Pterostegia, Woodland Threadstem",Not Threatened,True,0,41,Threadstem
Vulpia bromoides,Great Smoky Mountains National Park,81,Vascular Plant,Fescue,Not Threatened,True,0,6,Fescue
Lonicera involucrata var. involucrata,Bryce National Park,104,Vascular Plant,Twinberry Honeysuckle,Not Threatened,True,0,21,Honeysuckle
Pseudotriton montanus diastictus,Great Smoky Mountains National Park,112,Amphibian,Midland Mud Salamander,Not Threatened,True,0,22,Salamander
Chlidonias niger,Bryce National Park,105,Bird,Black Tern,Species of Concern,False,2,10,Tern
Artemisiospiza belli,Yosemite National Park,188,Bird,Sage Sparrow,Not Threatened,True,0,12,Sparrow
Mentzelia montana,Yosemite National Park,173,Vascular Plant,"Mountain Blazingstar, Variegatedbract Blazingstar, Variegated-Bract Blazingstar",Not Threatened,True,0,79,Blazingstar
Aplodinotus grunniens,Bryce National Park,109,Fish,Freshwater Drum,Not Threatened,True,0,15,Drum
Rosa pinetorum,Yellowstone National Park,252,Vascular Plant,Pine Rose,Not Threatened,True,0,9,Rose
Penstemon heterodoxus,Yellowstone National Park,246,Vascular Plant,"Sierra Beardtongue, Sierra Penstemon",Not Threatened,True,0,36,Penstemon
Sedum integrifolium,Yellowstone National Park,225,Vascular Plant,Ledge Stonecrop,Not Threatened,True,0,15,Stonecrop
Papaver hybridum,Yosemite National Park,150,Vascular Plant,Round Pricklyhead Poppy,Not Threatened,True,0,23,Poppy
Oenothera elata ssp. hirsutissima,Yosemite National Park,160,Vascular Plant,"Hooker's Evening Primrose, Hooker's Eveningprimrose, Hooker's Evening-Primrose",Not Threatened,True,0,78,Evening-Primrose
Fragaria vesca,Yellowstone National Park,235,Vascular Plant,Thin-Leaved Strawberry,Not Threatened,True,0,22,Strawberry
Sorex palustris,Yellowstone National Park,280,Mammal,Water Shrew,Not Threatened,True,0,11,Shrew
Fontinalis novae-angliae var. novae-angliae,Bryce National Park,96,Nonvascular Plant,New England Fontinalis Moss,Not Threatened,True,0,27,Moss
Isoetes bolanderi,Great Smoky Mountains National Park,72,Vascular Plant,Bolander's Quillwort,Not Threatened,True,0,20,Quillwort
Selaginella densa var. scopulorum,Yellowstone National Park,234,Vascular Plant,"Rocky Mountain Clubmoss, Rocky Mountain Spikemoss",Not Threatened,True,0,49,Spikemoss
Poa cusickii,Yellowstone National Park,229,Vascular Plant,Cusick's Bluegrass,Not Threatened,True,0,18,Bluegrass
Monardella sheltonii,Great Smoky Mountains National Park,120,Vascular Plant,Shelton's Monardella,Not Threatened,True,0,20,Monardella
Elymus elymoides ssp. elymoides,Yellowstone National Park,208,Vascular Plant,"Bottlebrush Squirreltail, Squirreltail",Not Threatened,True,0,38,Squirreltail
Ulmus rubra,Yellowstone National Park,217,Vascular Plant,Slippery Elm,Not Threatened,True,0,12,Elm
Collinsia torreyi var. wrightii,Yellowstone National Park,189,Vascular Plant,Wright's Blue Eyed Mary,Not Threatened,True,0,23,Mary
Lysimachia quadrifolia,Bryce National Park,119,Vascular Plant,Whorled Loosestrife,Not Threatened,True,0,19,Loosestrife
Carex bromoides,Bryce National Park,139,Vascular Plant,"A Sedge, Sedge",Not Threatened,True,0,14,Sedge
Ranunculus orthorhynchus var. orthorhynchus,Great Smoky Mountains National Park,48,Vascular Plant,Straightbeak Buttercup,Not Threatened,True,0,22,Buttercup
Viburnum ellipticum,Yosemite National Park,160,Vascular Plant,Common Viburnum,Not Threatened,True,0,15,Viburnum
Perideridia lemmonii,Yellowstone National Park,247,Vascular Plant,Lemmon's Yampah,Not Threatened,True,0,15,Yampah
Phacelia fimbriata,Bryce National Park,99,Vascular Plant,"Fringed Phacelia, Fringed Scorpion-Weed",Not Threatened,True,0,39,Scorpion-Weed
Juncus canadensis,Yellowstone National Park,232,Vascular Plant,Canada Rush,Not Threatened,True,0,11,Rush
Juncus regelii,Great Smoky Mountains National Park,88,Vascular Plant,"Regel Rush, Regel's Rush",Not Threatened,True,0,24,Rush
Luzula acuminata var. acuminata,Yosemite National Park,179,Vascular Plant,Wood-Rush,Not Threatened,True,0,9,Wood-Rush
Cirsium carolinianum,Bryce National Park,105,Vascular Plant,Carolina Thistle,Not Threatened,True,0,16,Thistle
Veronica officinalis,Bryce National Park,94,Vascular Plant,"Common Speedwell, Gypsy-Weed",Not Threatened,True,0,28,Gypsy-Weed
Lathyrus latifolius,Yellowstone National Park,266,Vascular Plant,"Broad-Leaf Peavine, Everlasting Pea",Not Threatened,True,0,35,Pea
Carex debilis var. debilis,Yellowstone National Park,207,Vascular Plant,White Edge Sedge,Not Threatened,True,0,16,Sedge
Agrimonia gryposepala,Bryce National Park,80,Vascular Plant,"Large-Fruited Agrimony, Tall Hairy Groovebur",Not Threatened,True,0,44,Groovebur
Brachythecium oxycladon,Bryce National Park,61,Nonvascular Plant,Brachythecium Moss,Not Threatened,True,0,18,Moss
Hypoxis hirsuta,Bryce National Park,117,Vascular Plant,"Eastern Yellow Star Grass, Yellow Star Grass",Not Threatened,True,0,44,Grass
Ranunculus recurvatus,Great Smoky Mountains National Park,63,Vascular Plant,"Hooked Buttercup, Hooked Crowfoot",Not Threatened,True,0,33,Crowfoot
Carex vesicaria var. vesicaria,Yosemite National Park,151,Vascular Plant,"Blister Sedge, Lesser Bladder Sedge",Not Threatened,True,0,35,Sedge
Parthenocissus quinquefolia,Bryce National Park,70,Vascular Plant,Virginia Creeper,Not Threatened,True,0,16,Creeper
Micropterus punctulatus,Bryce National Park,95,Fish,Spotted Bass,Not Threatened,True,0,12,Bass
Lythrum hyssopifolia,Yellowstone National Park,241,Vascular Plant,Hyssop Loosestrife,Not Threatened,True,0,18,Loosestrife
Phyllanthus caroliniensis,Great Smoky Mountains National Park,102,Vascular Plant,"Carolina Leaf-Flower, Phyllanthus",Not Threatened,True,0,33,Phyllanthus
Eurycea guttolineata,Great Smoky Mountains National Park,49,Amphibian,Three-Lined Salamander,Not Threatened,True,0,22,Salamander
Asclepias amplexicaulis,Great Smoky Mountains National Park,77,Vascular Plant,"Blunt-Leaved Milkweed, Clasping Milkweed",Not Threatened,True,0,40,Milkweed
Tilia americana var. americana,Great Smoky Mountains National Park,49,Vascular Plant,American Basswood,Not Threatened,True,0,17,Basswood
Packera paupercula,Great Smoky Mountains National Park,75,Vascular Plant,Balsam Groundsel,Not Threatened,True,0,16,Groundsel
Couesius plumbeus,Yellowstone National Park,266,Fish,Lake Chub,Not Threatened,True,0,9,Chub
Spiranthes ovalis,Yosemite National Park,158,Vascular Plant,"Lesser Ladies'-Tresses, October Ladiestresses",Not Threatened,True,0,45,Ladiestresses
Colaptes auratus,Yosemite National Park,137,Bird,Northern Flicker,Not Threatened,True,0,16,Flicker
Rudbeckia californica var. californica,Yellowstone National Park,254,Vascular Plant,California Coneflower,Not Threatened,True,0,21,Coneflower
Bignonia capreolata,Bryce National Park,101,Vascular Plant,"Crossvine, Cross-Vine",Not Threatened,True,0,21,Cross-Vine
Allium bisceptrum var. bisceptrum,Yellowstone National Park,276,Vascular Plant,Twincrest Onion,Not Threatened,True,0,15,Onion
Allium brevistylum,Yellowstone National Park,263,Vascular Plant,Shortstyle Onion,Not Threatened,True,0,16,Onion
Leptodontium flexifolium,Great Smoky Mountains National Park,102,Nonvascular Plant,Pale-Margined Leptodontium,Not Threatened,True,0,26,Leptodontium
Phragmites australis,Yosemite National Park,131,Vascular Plant,Common Reed,Not Threatened,True,0,11,Reed
Sphagnum cuspidatum,Yosemite National Park,158,Nonvascular Plant,Toothed Sphagnum,Not Threatened,True,0,16,Sphagnum
Colaptes auratus,Great Smoky Mountains National Park,94,Bird,Northern Flicker,Not Threatened,True,0,16,Flicker
Picea abies,Yosemite National Park,170,Vascular Plant,Norway Spruce,Not Threatened,True,0,13,Spruce
Lepechinia calycina,Great Smoky Mountains National Park,65,Vascular Plant,Woodbalm,Not Threatened,True,0,8,Woodbalm
Anolis carolinensis carolinensis,Great Smoky Mountains National Park,102,Reptile,Northern Green Anole,Not Threatened,True,0,20,Anole
Abies concolor,Yellowstone National Park,241,Vascular Plant,"Balsam Fir, Colorado Fir, Concolor Fir, Silver Fir, White Balsam, White Fir",Not Threatened,True,0,75,Fir
Tamiasciurus douglasii,Bryce National Park,139,Mammal,Chickaree,Not Threatened,True,0,9,Chickaree
Polemonium viscosum,Bryce National Park,104,Vascular Plant,"Sticky Jacob's-Ladder, Sticky Polemonium",Not Threatened,True,0,40,Polemonium
Rhododendron calendulaceum,Great Smoky Mountains National Park,110,Vascular Plant,Flame Azalea,Not Threatened,True,0,12,Azalea
Mimulus alatus,Bryce National Park,79,Vascular Plant,"Sharp-Wing Monkeyflower, Winged Monkey Flower",Not Threatened,True,0,45,Flower
Eurhynchium pulchellum,Yosemite National Park,158,Nonvascular Plant,Eurhynchium Moss,Not Threatened,True,0,16,Moss
Aythya marila,Great Smoky Mountains National Park,101,Bird,Greater Scaup,Not Threatened,True,0,13,Scaup
Pekania pennanti,Yosemite National Park,169,Mammal,Fisher,Not Threatened,True,0,6,Fisher
Aristolochia serpentaria,Yellowstone National Park,271,Vascular Plant,"Snakeroot, Virginia Snakeroot",Not Threatened,True,0,29,Snakeroot
Picoides dorsalis,Yosemite National Park,135,Bird,American Three-Toed Woodpecker,Not Threatened,True,0,30,Woodpecker
Carex radiata,Yellowstone National Park,268,Vascular Plant,"Radiate Sedge, Stellate Sedge",Not Threatened,True,0,29,Sedge
Verbena brasiliensis,Yosemite National Park,136,Vascular Plant,"Blue Vervain, Brazillian Vervain",Not Threatened,True,0,32,Vervain
Baeolophus bicolor,Bryce National Park,92,Bird,Tufted Titmouse,Not Threatened,True,0,15,Titmouse
